Gene	t_all	t_sub	t_vis	t_status	t_location	t_interaction
LGALS8	0.4267	-0.0371	0.5459	0.3842	0.7976	0.4111
MTR	-1.435	-0.9864	-1.09	-1.445	0.5086	-0.4079
KMO	1.116	1.199	0.3819	1.113	3.938	-0.607
EXO1	0.6121	0.9174	0.08616	0.8174	-2.942	-0.759
MIR4677	-0.2109	-0.2254	-0.1165	-0.2406	0.6311	0.07619
CATSPERE	-0.1415	0.2715	-0.3539	-0.06209	-1.644	-0.4401
DESI2	0.7851	-0.02043	1.062	0.8736	-1.519	0.8503
EFCAB2	1.299	0.5702	1.835	1.653	-3.509	0.7044
KIF26B	-1.535	-1.225	-1.347	-1.846	3.056	-0.06061
CNST	0.8679	1.321	0.1377	0.9222	-1.072	-0.746
SCCPDH	-0.6302	-1.847	1.108	-0.5416	-3.164	2.132
NLRP3	-0.1777	0.08352	-0.9641	-0.5042	5.394	-0.6108
OR2G2	-0.172	0.4442	-0.6486	-0.1987	0.5686	-0.7717
OR2L1P	-0.2129	0.4039	-0.622	-0.3208	1.998	-0.7255
OR2L5	0.02773	-0.35	0.07878	-0.0792	2.161	0.2246
OR2L2	-0.06268	0.6239	-0.4513	-0.07015	0.1669	-0.703
LOC729737	-0.05223	-0.1687	-0.1176	-0.199	2.839	0.02066
SDF4	-1.857	-0.8645	-1.668	-1.804	-1.125	-0.4601
UBE2J2	-1.096	-1.343	-0.1953	-1.082	0.04401	0.8537
MXRA8	0.6427	0.3098	1.196	1.076	-5.048	0.5759
MRPL20	-0.1757	0.3717	-0.5353	-0.06795	-2.35	-0.6286
NADK	-0.5535	-0.8303	-0.1865	-0.6415	1.564	0.363
TNFRSF14-AS1	-0.8567	-0.6689	-0.6008	-0.8806	0.6341	-0.09075
WRAP73	-0.6076	-0.06872	-0.665	-0.5521	-1.143	-0.4287
CEP104	-0.9603	0.2958	-1.823	-1.031	1.273	-1.422
C1orf174	0.07173	-0.5191	0.5229	0.09653	-0.5111	0.7269
ACOT7	-0.3512	-0.1543	-0.2565	-0.2689	-1.859	0.01252
NOL9	0.5413	-0.3172	0.9192	0.5567	-0.438	0.9022
KLHL21	-0.1366	0.04403	-0.3193	-0.155	0.3998	-0.2167
TNFRSF9	0.4134	0.1564	0.2603	0.3014	3.132	0.07021
ENO1	0.00457	0.6932	-0.129	0.2374	-4.629	-0.4703
SLC2A5	-0.09172	0.3318	-0.4829	-0.2442	2.88	-0.5728
GPR157	0.1311	0.5428	-0.302	0.1475	-0.3611	-0.5981
LZIC	0.8643	0.518	0.6975	0.8794	-0.4952	0.1748
DFFA	-0.3009	0.1268	-0.4955	-0.2869	-0.1951	-0.4396
C1orf127	-0.9089	-0.3981	-0.9238	-0.9673	1.126	-0.3822
SRM	0.2394	0.7911	0.03058	0.6588	-6.348	-0.6508
MAD2L2	0.5342	0.5983	0.6763	0.9145	-4.834	0.09594
KIAA2013	-0.7245	-0.1072	-0.7481	-0.6552	-1.757	-0.4814
PRAMEF8	0.2763	0.3116	-0.1011	0.1911	1.874	-0.3201
LRRC38	-1.613	-2.532	-0.4462	-1.675	1.14	0.9934
CASP9	1.571	1.394	1.162	1.834	5.679	-0.2926
EPHA2	0.8882	0.9193	0.3656	0.9573	-1.263	-0.5417
NBPF1	-1.357	-1.491	-0.5093	-1.344	0.1304	0.6078
MST1L	0.1602	0.5797	-0.2283	0.1278	0.6166	-0.5152
ATP13A2	-1.389	-1.097	-0.9008	-1.376	0.1281	-0.07218
SDHB	-0.1395	-0.08227	0.06504	-0.01401	-2.731	0.1052
PADI2	-1.329	-1.512	-0.6737	-1.542	2.504	0.629
RCC2	-0.6467	0.5977	-0.9517	-0.614	-0.5113	-1.083
MIR1290	-0.08172	0.4532	-0.6745	-0.1828	1.961	-0.7938
EMC1	-1.133	-0.901	-0.6224	-1.092	-2.886	0.2552
LOC100506730	0.31	1.358	-0.2853	0.4356	-2.209	-0.951
TMCO4	0.4328	-1.267	1.149	0.4619	-0.6581	1.566
PLA2G2A	0.8606	0.5357	0.7313	0.9079	-0.9771	0.09106
PLA2G2D	-0.06562	-1	0.02706	-0.2697	3.858	0.3319
CAMK2N1	1.084	1.432	0.3167	1.108	-0.6693	-0.6442
MUL1	0.4908	-0.2666	0.8856	0.5286	-0.8115	0.8331
KIF17	1.301	0.6524	1.494	1.528	-2.633	0.5073
ECE1	0.4255	0.5635	0.03864	0.4506	-0.5844	-0.4168
HSPG2	0.4463	0.9575	0.3538	0.9122	-5.94	-0.4206
TEX46	-0.1051	-0.9681	0.5866	-0.09564	-0.1583	1.049
ZNF436	0.3917	1.205	-0.7911	0.5899	-3.119	-1.475
TCEA3	0.9943	0.8477	0.4352	0.9316	1.847	-0.3829
ID3	0.6961	0.6933	0.492	0.8561	-2.384	-0.2312
ELOA-AS1	-2.199	-1.363	-1.638	-2.15	-0.4511	-0.08091
HMGCL	0.2699	0.2482	0.0943	0.2394	0.5522	-0.1082
FUCA1	-0.3359	-0.6827	0.04601	-0.4354	1.801	0.5208
STPG1	-0.5038	0.02149	-0.621	-0.4669	-0.6478	-0.4669
RUNX3	0.7642	1.238	-0.03209	0.7677	-0.275	-0.8538
PAQR7	-0.7024	-0.9034	-0.4497	-0.9797	3.554	0.4061
UBXN11	-0.6154	-0.5716	-0.3828	-0.6534	0.8272	0.05683
GPN2	-0.254	0.7355	-0.7289	-0.2006	-1.071	-1.004
MAP3K6	0.7491	2.049	-0.6939	0.7514	-0.2484	-1.885
FGR	-0.332	-0.8608	0.3183	-0.2786	-1.071	0.7944
IFI6	-0.8255	-0.538	-0.5201	-0.7588	-3.181	0.0699
RPA2	-0.474	-0.3541	-0.4976	-0.6071	2.203	-0.05235
PTAFR	0.2172	-0.6891	0.6102	0.1469	1.463	0.8771
SNORD99	0.1529	0.616	-0.1051	0.3125	-2.906	-0.4879
TAF12	0.354	0.05526	0.3528	0.3159	0.7044	0.2285
LAPTM5	-0.6933	-0.4223	-0.4402	-0.6167	-2.175	0.05292
MIR4420	-0.2903	-0.2392	-0.4446	-0.4959	3.372	-0.1415
SDC3	0.7241	0.38	0.5549	0.6806	5.278	0.1875
SNRNP40	0.3823	1.508	-0.7335	0.4227	-0.8449	-1.564
FABP3	0.4582	0.1733	0.9713	0.8444	-5.098	0.5629
PEF1	-0.157	-0.9341	0.4729	-0.1821	0.5342	0.9485
SPOCD1	-0.8396	-1.289	0.3614	-1.058	-9.491	1.39
MARCKSL1	0.2772	0.3261	-0.01487	0.2556	0.361	-0.2833
ZBTB8OS	1.294	0.5056	1.18	1.274	3.048	0.6519
YARS	-0.7456	-0.386	-0.5536	-0.6738	-3.616	-0.08617
RNF19B	-0.1195	-0.5439	0.1524	-0.2617	2.659	0.4957
PSMB2	0.5221	0.3655	0.6627	0.7454	-3.243	0.2057
CLSPN	-0.6442	-0.5432	-0.1752	-0.5601	-4.076	0.3949
TRAPPC3	0.03294	0.1452	-0.007126	0.1032	-1.395	-0.1167
STK40	-0.0635	0.1218	-0.3302	-0.1393	1.494	-0.3085
OSCP1	1.519	1.179	1.098	1.632	-1.637	-0.2289
MRPS15	0.3251	0.3628	0.3902	0.5399	-3.436	-0.005121
CSF3R	-0.586	-0.7964	-0.2998	-0.767	2.701	0.3533
MEAF6	-0.2491	-0.3534	0.1147	-0.2102	-0.7407	0.3601
RSPO1	-0.5708	-1.586	-0.7945	-1.394	8.517	-0.001227
MTF1	0.3838	1.058	-0.3262	0.3216	1.303	-0.8783
SF3A3	0.7207	0.7552	0.6259	0.9651	-3.223	0.004651
PPIEL	-0.6502	-0.1049	-0.7357	-0.6364	-0.08911	-0.4633
PABPC4	-1.23	-0.5236	-1.056	-1.176	-1.969	-0.5042
BMP8B	-1.866	-1.436	-1.379	-2.018	1.871	0.1324
PPT1	-0.3605	-0.5888	0.2739	-0.3003	-1.245	0.6495
NFYC-AS1	-0.3947	0.01911	-1.089	-0.6386	3.678	-0.6332
HIVEP3	0.1412	0.9529	-0.2462	0.3456	-3.659	-0.7652
ZMYND12	0.5668	-0.7398	1.382	0.5567	0.03837	1.504
P3H1	-1.232	-1.569	-0.5809	-1.285	-4.502	0.3203
SVBP	1.273	1.153	0.7619	1.277	-0.3881	-0.03613
MED8	-0.846	-0.4467	-0.707	-0.8353	0.0312	-0.1866
TMEM53	-0.07201	0.02565	0.2009	0.1638	-5.125	0.1177
HECTD3	-0.1252	0.7535	-0.485	0.005992	-2.838	-0.8186
ZSWIM5	-0.3242	-0.01129	-0.7471	-0.3981	1.403	-0.3547
TESK2	-0.6086	-0.5348	-0.1377	-0.5372	-1.718	0.418
PRDX1	0.2833	0.04615	0.5533	0.4787	-3.241	0.3954
RPS15AP10	0.377	1.566	-0.7708	0.2863	2.153	-1.557
IPP	0.3634	-1.266	2.245	0.3571	0.02059	2.363
PIK3R3	0.6366	0.07833	0.9228	0.6213	0.1243	0.4585
POMGNT1	-0.4889	-0.5637	-0.2328	-0.4214	-1.494	0.001603
LRRC41	-0.8209	-0.5176	-0.737	-0.9059	1.469	-0.3438
CYP4Z2P	2.327	1.609	1.675	2.354	-0.8099	-0.07839
FAF1	-0.7016	-0.3812	-0.6606	-0.7679	1.241	-0.2748
EPS15	0.1064	0.03747	-0.1214	-0.0485	3.363	-0.1036
CC2D1B	-1.082	-0.952	-0.5059	-1.062	-0.08321	0.4394
ORC1	0.1513	-0.3343	0.9822	0.4094	-4.479	0.8863
TUT4	0.4691	0.7441	-0.1371	0.3482	4.964	-0.5803
COA7	-0.7259	-0.6999	-0.395	-0.7529	0.6639	0.1598
CZIB	-0.441	-0.5221	-0.02578	-0.3202	-3.968	0.29
LRP8	-1.374	0.1423	-1.981	-1.329	-2.191	-1.479
NDC1	-1.119	0.6279	-1.811	-1.134	-4.268	-1.8
YIPF1	0.3913	-1.104	1.353	0.3879	-0.04533	1.727
DHCR24	-0.5471	-1.094	0.5615	-0.4584	-6.115	1.22
TACSTD2	0.6252	1.409	0.09764	0.8459	-3.09	-0.7191
DOCK7	0.5847	0.3541	0.4382	0.5707	0.1126	0.0724
ITGB3BP	-0.7863	0.04953	-0.9474	-0.7139	-3.008	-0.7365
SLC35D1	-0.8216	-1.596	0.07593	-0.8858	1.206	1.055
DIRAS3	0.06183	0.7954	-0.809	-0.0292	1.856	-1.134
WLS	0.5992	1.112	-0.5055	0.5062	3.448	-1.199
MIR1262	0.01811	0.465	-0.663	-0.1425	3.251	-0.7919
DEPDC1	0.2316	-0.1191	1.045	0.5479	-5.029	0.7065
LRRC40	-0.7731	-0.4439	-0.5737	-0.7341	-0.637	-0.1104
ANKRD13C	-0.8216	1.018	-1.538	-0.7614	-1.372	-1.804
MIR186	-1.179	-0.9845	-0.6632	-1.163	0.02336	0.2099
NEGR1	0.6933	0.2048	1.021	0.77	-1.383	0.3897
CRYZ	-1.135	-0.9503	-0.5417	-1.083	-1.052	0.4042
PIGK	-0.111	-0.01994	0.003601	-0.01049	-2.102	0.01632
USP33	1.301	-0.402	1.865	1.266	0.3539	1.695
ADGRL4	0.9208	1.755	0.2177	1.273	-3.899	-1
TTLL7	0.4794	0.2782	0.4043	0.4871	-0.2824	0.05341
CTBS	-0.8673	-1.674	-0.4417	-1.492	5.941	0.9365
SSX2IP	-1.424	-1.294	-0.7047	-1.447	-3.548	0.5592
MCOLN2	-0.658	-0.5374	-0.3126	-0.598	-1.304	0.1514
MCOLN3	-0.9782	-1	-0.5433	-1.09	-6.575	0.3321
DDAH1	0.5221	1.147	-0.04766	0.7875	-3.7	-0.8927
ZNHIT6	-0.02002	0.2052	-0.1138	0.06068	-1.62	-0.2275
GTF2B	0.4188	0.4233	0.03039	0.3073	3.139	-0.2736
GBP1	1.548	1.072	1.222	1.636	4.123	0.2945
GBP4	1.545	0.9676	1.146	1.512	2.282	0.009172
GBP5	1.125	0.44	1.439	1.246	5.851	0.4767
TGFBR3	0.1193	0.8867	-0.8547	0.2782	-2.947	-1.226
SETSIP	0.1316	0.7472	-0.3335	0.1585	-0.5638	-0.7112
EVI5	0.832	0.3478	0.7445	0.8258	5.392	0.4192
DIPK1A	0.2994	-0.4834	0.7352	0.2779	0.3538	0.8633
TMED5	-0.4308	-0.3416	-0.1495	-0.3478	-1.966	0.1431
CCDC18-AS1	-0.9744	0.02119	-1.482	-1.059	1.446	-1.038
BCAR3	1.088	0.5538	1.27	1.309	-2.703	0.4546
DNTTIP2	-0.02718	-0.6355	0.2031	-0.3627	6.464	0.6381
GCLM	-0.8178	-0.3583	-0.9074	-0.9301	1.794	-0.4034
CNN3	0.6966	0.7634	0.3721	0.851	-2.321	-0.4685
ALG14	0.5349	0.7594	0.4376	0.8483	-4.174	-0.2387
DPYD	-1.015	-1.087	-0.5367	-1.138	1.855	0.3826
FRRS1	-1.314	-1.542	-0.08971	-1.259	-1.725	1.222
SASS6	-0.2328	-1.259	0.6077	-0.08564	-3.623	1.15
LRRC39	-0.4376	0.02209	-0.5224	-0.3561	-1.922	-0.3661
DBT	-1.147	-1.487	-0.08605	-1.137	0.1295	1.08
EXTL2	0.3649	-0.4301	0.8785	0.3855	-0.4946	0.9278
DPH5	0.9545	0.9189	0.4868	0.989	-0.8026	-0.3034
SLC25A24	0.3879	-0.6634	1.11	0.4958	-1.904	1.263
HENMT1	0.4241	-0.8021	1.701	0.4443	-0.4991	1.678
WDR47	0.5005	0.6699	0.1567	0.4649	0.6159	-0.2077
TAF13	0.2074	-0.5989	0.3788	0.04862	3.868	0.6156
PSRC1	-0.3461	-1.046	0.8004	-0.3512	0.1982	1.338
SORT1	-0.202	-0.7206	0.6853	-0.04216	-3.87	0.998
PSMA5	0.6207	0.5242	0.5914	0.7979	-2.627	-0.01897
GSTM3	-0.6022	0.2059	-1.294	-0.7623	2.448	-1.019
SLC16A4	-1.179	-1.455	-0.7345	-1.557	3.778	0.5706
KCNA3	-0.7134	-0.3653	-0.7571	-0.815	1.698	-0.2706
LRIF1	-0.04788	-1.057	0.2583	-0.213	3.19	0.6906
DRAM2	-1.035	-1.158	-0.6016	-1.231	2.528	0.3746
DENND2D	-0.7258	-0.2694	-0.6525	-0.6806	-0.8251	-0.2911
WDR77	-0.2219	-0.325	-0.03601	-0.2136	-0.1024	0.1618
KCND3	-0.3751	-0.1022	-0.6382	-0.4831	1.91	-0.2933
ST7L	-0.5215	-1.068	-0.4412	-1.054	6.285	0.4392
LINC01356	-0.2244	0.4661	-1.296	-0.4356	3.576	-1.149
PTPN22	-0.4081	-1.138	0.3711	-0.4536	0.9327	1.044
AP4B1	-0.9913	-0.3113	-0.935	-0.9825	0.1079	-0.6516
NRAS	0.3201	0.5267	0.4042	0.6667	-5.096	-0.1152
TSPAN2	0.1337	0.2697	-0.1712	0.008665	2.709	-0.2932
CASQ2	0.2988	0.3821	-0.002491	0.3623	-1.235	-0.3783
MIR548AC	1.17	0.983	0.6764	1.136	2.997	-0.07589
IGSF3	1.375	-0.5488	2.698	1.331	0.6215	2.144
TBX15	-0.04925	0.7452	-0.2921	0.3026	-7.595	-0.7407
LINC00622	1.569	1.667	0.7066	1.548	-0.03281	-0.4503
ADAM30	-0.5922	-0.7628	-0.3742	-0.8128	3.128	0.312
RNVU1-19	0.07069	-0.4156	0.1608	-0.07092	2.965	0.3516
FAM72B	-0.3857	0.2934	-0.6434	-0.3963	0.3118	-0.682
RNVU1-17	-0.318	-0.6672	-0.3545	-0.621	4.573	0.008839
FAM72C	-0.5201	0.6715	-0.9947	-0.5493	0.6707	-1.167
SRGAP2B	-0.5378	-0.3644	-0.9164	-0.9345	4.981	-0.3886
RNF115	-0.8975	1.053	-1.65	-0.8315	-1.909	-1.914
RNVU1-6	-0.08179	0.005031	-0.3321	-0.3055	4.153	-0.291
RNVU1-8	-0.3833	-0.9662	-0.3218	-0.6708	4.219	0.1004
PRKAB2	-1.181	-0.7085	-0.8676	-1.135	-2.549	-0.1415
FMO5	1.302	1.728	0.3675	1.332	-0.7611	-0.8037
ACP6	0.5615	2.952	-1.992	0.4702	2.706	-3.497
GJA5	0.3116	0.3581	0.06341	0.3613	-0.9996	-0.3282
RNVU1-7	-0.172	-0.4035	-0.2608	-0.4388	4.541	0.01038
LOC101927468	-0.02669	0.01202	-0.08078	-0.04214	0.3156	-0.05824
MIR5087	1.679	-0.4705	3.55	1.647	0.16	2.421
RNVU1-1	-0.4248	-0.7398	-0.4342	-0.7822	4.892	0.08929
LOC653513	-0.4869	-0.5364	-0.08988	-0.4143	-1.658	0.2911
HIST2H2AB	0.2984	0.1583	0.7501	0.4773	-2.989	0.1623
OTUD7B	-1.159	-0.9617	-0.5986	-1.11	-2.48	0.2821
ANP32E	1.634	0.9661	1.36	1.678	-0.9644	0.5699
APH1A	0.0195	-0.03601	0.2326	0.1806	-3.175	0.2076
GOLPH3L	0.4227	0.6204	0.05279	0.4198	-0.06415	-0.3517
HORMAD1	-0.6439	-2.217	0.6477	-0.6768	0.7484	1.809
CTSS	-1.49	-1.438	-0.518	-1.437	-1.407	0.8306
CTSK	-0.2032	-0.5539	1.025	0.04439	-6.972	0.9987
CERS2	-0.5821	0.06937	-0.7971	-0.5071	-1.843	-0.5781
SEMA6C	1.462	1.092	1.026	1.513	-1.029	-0.2974
PI4KB	0.341	0.04594	0.4855	0.3653	-0.5549	0.2749
RFX5	1.029	1.23	0.3206	0.9813	0.8606	-0.4977
TDRKH	-1.141	-0.8442	-0.8888	-1.235	1.516	-0.1325
THEM4	-0.4406	0.3336	-0.6533	-0.3366	-2.862	-0.7086
S100A10	0.8886	0.9934	0.9177	1.362	-4.844	-0.02337
S100A11	0.07945	-0.1398	0.2753	0.139	-1.183	0.2976
SPRR2B	-1.457	-1.133	-1.453	-1.84	3.552	-0.04429
S100A12	-1.187	-1.471	-0.788	-1.656	4.349	0.767
S100A8	-0.8402	-1.142	-0.2994	-1.173	3.849	1.007
S100A6	0.4243	0.5329	0.4112	0.6393	-3.28	0.03415
S100A5	-0.8571	-1.526	-0.03542	-0.9297	1.31	0.9183
S100A4	1.45	1.287	1.126	1.712	-2.79	-0.04666
S100A3	-0.8381	-0.4164	-0.6624	-0.7831	-3.775	-0.1874
S100A2	-0.1635	0.6067	-0.5628	-0.03204	-2.933	-0.8215
S100A16	0.1206	0.677	-0.1483	0.3737	-4.51	-0.6008
S100A13	0.1124	0.5092	0.1271	0.4407	-5.758	-0.2685
ILF2	-0.3699	0.8942	-0.7668	-0.2476	-3.39	-1.087
SLC39A1	-0.4655	1.053	-1.28	-0.4635	0.09471	-1.626
RAB13	-0.04394	0.1685	0.1496	0.2285	-5.755	-0.03693
C1orf189	0.8554	0.7596	0.503	0.7886	2.887	0.09131
C1orf43	-0.3454	-0.09575	-0.2984	-0.2949	-0.9997	-0.1547
ADAR	0.2991	-0.08078	0.3118	0.2254	1.581	0.2966
PMVK	0.5106	0.7825	-0.04963	0.4977	0.1129	-0.5918
DPM3	-0.6832	0.01133	-1.004	-0.6036	-2.415	-0.5869
THBS3	-1.149	-2.486	0.05591	-1.091	-1.887	1.256
FAM189B	0.5549	-0.7832	1.348	0.5821	-0.6428	1.518
RIT1	-0.5797	-0.5392	-0.4742	-0.7198	2.226	0.02135
SNORA80E	-0.7218	-0.07659	-1.087	-0.8009	1.412	-0.643
CCT3	0.1484	0.201	-0.02166	0.1215	0.5038	-0.158
IQGAP3	-1.963	-1.234	-1.529	-1.959	-2.393	0.04064
GPATCH4	-0.3753	0.4183	-0.7093	-0.2845	-2.154	-0.8002
NES	1.234	1.162	1.294	1.762	-4.646	0.04238
CRABP2	0.1323	-0.1845	1.061	0.5637	-7.217	0.8115
ISG20L2	0.2101	0.03436	-0.06037	-0.02674	6.677	-0.06745
MRPL24	0.1094	1.172	-0.6805	0.2488	-2.624	-1.295
HDGF	-0.4648	-0.615	-0.03684	-0.4404	-0.3682	0.4027
MIR765	1.687	0.4946	1.964	1.704	-0.65	0.8901
FCRL4	1.378	0.9732	0.8847	1.325	1.151	-0.3325
FCRL3	-0.936	0.2709	-1.6	-1.078	2.068	-1.372
CD1B	0.3811	-0.4443	1.431	0.3244	1.156	1.083
AIM2	-0.2021	-0.288	-0.3293	-0.4394	4.011	-0.09188
TAGLN2	0.619	1.129	-0.1744	0.6491	-0.7001	-0.9355
SLAMF9	-0.4242	-0.8731	0.8341	-0.2921	-8.365	1.201
COPA	1.436	0.04045	1.615	1.387	0.8023	1.289
SLAMF6	-1.75	-0.9195	-1.477	-1.698	-1.256	-0.2365
CD84	-0.5408	-0.3334	-0.4287	-0.5477	0.2837	-0.05243
SLAMF1	0.1244	0.6172	-0.4856	0.045	1.638	-0.7757
CD48	-0.7769	-1.46	0.1116	-0.7447	-0.4607	0.9655
CD244	1.255	0.6872	1.022	1.225	2.896	0.1777
ITLN1	0.2693	0.03345	-0.05172	-0.04157	14.67	-0.05659
ITLN2	-0.3624	-0.9811	-0.8302	-1.003	8.126	-0.5852
ARHGAP30	-0.9278	-0.5173	-0.7555	-0.9218	0.1442	-0.1889
B4GALT3	-0.2707	0.8214	-1.175	-0.2279	-0.8245	-1.398
ADAMTS4	0.8586	1.008	0.3786	1.029	-2.389	-0.5907
APOA2	-0.1617	-1.843	0.3994	-0.313	2.757	1.071
FCGR3A	0.3589	-0.5951	1.066	0.2192	4.221	1.129
FCGR3B	0.5178	-0.3101	1.094	0.411	3.884	0.8867
OLFML2B	-0.9359	-1.647	-0.0578	-0.8733	-2.644	0.814
SH2D1B	0.5879	0.8094	-0.01716	0.6197	-0.7244	-0.6686
RGS5	1.454	1.417	0.4405	1.414	0.4566	-0.978
TMCO1	-1.029	-0.7748	-0.6164	-0.9909	-0.5313	0.1171
MIR921	-0.4088	-0.05102	-0.8365	-0.6923	4.113	-0.5889
TADA1	-0.1701	0.1449	-0.1585	-0.03606	-3.018	-0.2125
GPA33	-0.04197	-1.635	0.9698	-0.0923	1.006	1.717
MPC2	0.3574	-0.05158	0.5308	0.4102	-1.053	0.4448
GCSH	-0.02498	0.07613	0.1295	0.1506	-3.578	0.04552
GPR161	-0.4219	-0.9089	0.3455	-0.305	-3.467	0.8567
XCL2	-0.1822	-0.264	-0.2787	-0.3888	3.598	-0.01741
DPT	1.009	0.3159	1.045	0.9555	1.087	0.4364
SLC19A2	-1.541	-1.285	-1.017	-1.622	1.34	0.1069
F5	0.1004	-0.3622	0.2394	-0.04185	3.047	0.4163
SELP	1.729	1.565	1.507	2.197	-3.786	-0.3192
SELL	-0.01227	-0.6009	0.3441	-0.2384	4.463	0.6942
SCYL3	0.1019	-0.01406	0.1551	0.1341	-0.6605	0.1384
KIFAP3	-0.09874	-0.9195	0.5515	-0.06296	-0.6988	0.9775
MYOC	-0.7019	-0.7022	-0.1229	-0.6301	-1.873	0.5009
TNFSF18	-1.092	-1.481	-0.2497	-1.186	1.528	0.8735
CENPL	-0.09937	-0.01051	-0.06274	-0.04433	-1.102	-0.02409
KIAA0040	1.754	1.481	1.023	1.704	1.41	-0.08199
COP1	0.0577	-0.5233	0.2766	-0.08165	2.888	0.5345
SCARNA3	0.2178	-0.1636	0.2961	0.1415	1.608	0.3284
ABL2	0.04971	0.2262	-0.06944	0.08265	-0.6664	-0.1964
RNASEL	0.3743	-0.8763	0.9185	0.3135	1.264	1.227
RGS16	1.502	1.293	0.9582	1.556	-1.071	-0.9428
NMNAT2	-0.1597	0.3141	-0.3603	-0.05369	-2.286	-0.4757
NCF2	-0.6623	-0.9565	-0.241	-0.8555	2.766	0.5503
ARPC5	-0.3879	-0.3446	-0.09351	-0.3103	-1.746	0.187
NIBAN1	0.8258	-0.08656	1.065	0.7547	2.441	0.8275
TRMT1L	-0.8014	-1.457	0.3304	-0.8406	0.8582	1.341
IVNS1ABP	0.01865	-0.0799	-0.215	-0.2025	4.502	-0.06755
PTGS2	-0.44	-0.9332	0.007946	-0.8011	4.889	0.8474
UCHL5	1.636	1.199	1.336	1.815	-2.131	0.1968
GLRX2	-0.2564	-0.4823	0.2159	-0.1745	-1.771	0.4967
B3GALT2	1.527	1.348	0.8667	1.543	3.243	-0.2582
KCNT2	0.0251	0.101	-0.08031	0.03264	-0.1578	-0.1309
ASPM	-1.029	-0.9817	-0.2479	-1.002	-3.7	0.8437
ZBTB41	0.003048	0.8409	-0.4435	0.08799	-1.695	-0.8354
DENND1B	-0.513	-1.172	0.425	-0.4423	-1.614	1.111
MIR181B1	-0.772	-0.2202	-1.128	-0.8608	1.526	-0.4558
LINC00862	-0.8835	-1.181	-0.7674	-1.314	4.541	0.09144
KIF14	0.3934	0.5907	0.2211	0.6258	-3.54	-0.4154
DDX59	0.9347	1.029	0.2693	0.8699	2.362	-0.4887
KIF21B	-0.5919	-0.1259	-1.001	-0.8215	3.223	-0.6014
TMEM9	-0.6989	-0.9652	-0.1428	-0.7377	0.8445	0.5498
PHLDA3	-0.4789	-0.3627	-0.1657	-0.3651	-3.942	0.1249
CSRP1	1.002	1.856	-0.03028	1.248	-2.966	-1.371
ARL8A	0.0009495	-0.542	0.7098	0.1599	-3.173	0.8827
PTPN7	0.3958	0.3514	0.1067	0.273	3.603	-0.09902
UBE2T	-0.008153	0.6288	-0.6429	0.2047	-4.284	-0.8837
KDM5B	0.5753	0.5005	0.1566	0.5075	1.547	-0.3491
RABIF	0.211	-1.146	1.065	0.2351	-0.526	1.513
ADIPOR1	-0.6096	-0.3997	-0.6555	-0.7644	2.381	-0.1815
CYB5R1	-1.409	-0.2077	-1.474	-1.385	-0.07464	-1.122
CHI3L1	-0.4974	-0.5481	0.04793	-0.3907	-6.35	0.4687
ETNK2	0.1865	0.6141	0.1	0.4832	-4.927	-0.3506
LINC00628	2.085	1.146	1.661	2.034	0.645	0.4923
PIK3C2B	0.5382	0.7769	0.06717	0.6672	-2.113	-0.6147
DSTYK	0.4729	0.8833	0.01885	0.52	-0.9611	-0.5102
RAB29	0.6576	0.875	0.1693	0.6272	0.4531	-0.3682
SLC41A1	-0.8166	0.07956	-1.256	-0.85	0.7729	-0.9172
PM20D1	-0.5147	-0.9044	-0.1239	-0.666	2.406	0.4989
RAB7B	-0.196	-0.5005	0.539	0.03628	-6.26	0.7345
CTSE	-2.195	-0.212	-2.706	-2.491	2.643	-2.392
EIF2D	1.723	1.819	0.7655	1.75	-0.7769	-0.6317
IL10	1.665	0.6431	1.747	1.634	2.182	0.5545
FCMR	-1.182	-1.333	-0.4012	-1.225	-4.523	0.7035
CD34	0.7626	0.9389	0.5219	1.079	-3.821	-0.5131
PLXNA2	1.13	2.271	-0.3399	1.099	0.3273	-1.722
C1orf74	1.709	1.143	1.192	1.675	0.1992	-0.03468
SERTAD4-AS1	2.043	1.301	1.515	2.001	0.3041	0.4469
SLC30A1	-1.267	-1.1	-0.9007	-1.283	0.5688	-0.3142
NEK2	-0.05347	-0.7186	0.7966	0.001531	-1.1	1.069
LPGAT1	0.4603	0.07858	0.3762	0.3669	2.424	0.2633
INTS7	-0.1434	-1.091	0.8067	-0.05575	-1.836	1.317
TMEM206	0.803	0.1202	1.563	1.18	-4.264	0.9483
BATF3	0.7112	0.8012	-0.04199	0.6448	4.402	-0.7209
FLVCR1-DT	0.4163	0.5878	-0.1411	0.3288	2.106	-0.5385
ANGEL2	-0.5952	-0.1175	-0.6092	-0.5734	-0.2747	-0.405
PTPN14	0.8845	0.7101	0.4595	0.8504	0.4795	-0.2912
GPATCH2	1.098	1.616	0.1066	1.063	0.4477	-0.9458
EPRS	0.04332	1.119	-0.5929	0.1073	-1.271	-1.11
DUSP10	-1.187	-1.481	-0.6302	-1.335	-5.918	0.3186
TAF1A	0.5709	0.573	0.1377	0.5486	0.2928	-0.4055
GTF2IP20	-0.1135	0.1821	-0.4913	-0.2182	2.005	-0.4647
LOC101927143	-0.2743	-0.2375	-0.2153	-0.3236	0.9922	0.01798
NVL	-0.1959	0.3067	-0.499	-0.2848	1.688	-0.5712
